4e-05	0.00012	0.144	-0.129666
4e-05	0.00012	0.148	-0.128378
4e-05	0.00012	0.152	-0.127121
4e-05	0.00012	0.156	-0.125894
4e-05	0.00012	0.16	-0.124696
4e-05	0.00012	0.164	-0.123526
4e-05	0.00012	0.168	-0.122383
4e-05	0.00012	0.172	-0.121266
4e-05	0.00012	0.176	-0.120173
4e-05	0.00012	0.18	-0.119105
4e-05	0.00012	0.184	-0.118059
4e-05	0.00012	0.188	-0.117036
4e-05	0.00012	0.192	-0.116034
4e-05	0.00012	0.196	-0.115053
4e-05	0.00012	0.2	-0.114092
4e-05	0.00016	0.004	-0.0987268
4e-05	0.00016	0.008	-0.0975996
4e-05	0.00016	0.012	-0.096513
4e-05	0.00016	0.016	-0.0954642
4e-05	0.00016	0.02	-0.0944506
4e-05	0.00016	0.024	-0.0934699
4e-05	0.00016	0.028	-0.0925201
4e-05	0.00016	0.032	-0.0915993
4e-05	0.00016	0.036	-0.0907059
4e-05	0.00016	0.04	-0.0898383
4e-05	0.00016	0.044	-0.0889951
4e-05	0.00016	0.048	-0.088175
4e-05	0.00016	0.052	-0.087377
4e-05	0.00016	0.056	-0.0865998
4e-05	0.00016	0.06	-0.0858424
4e-05	0.00016	0.064	-0.085104
4e-05	0.00016	0.068	-0.0843837
4e-05	0.00016	0.072	-0.0836807
4e-05	0.00016	0.076	-0.0829941
4e-05	0.00016	0.08	-0.0823234
4e-05	0.00016	0.084	-0.0816678
4e-05	0.00016	0.088	-0.0810268
4e-05	0.00016	0.092	-0.0803997
4e-05	0.00016	0.096	-0.0797861
4e-05	0.00016	0.1	-0.0791853
4e-05	0.00016	0.104	-0.078597
4e-05	0.00016	0.108	-0.0780206
4e-05	0.00016	0.112	-0.0774558
4e-05	0.00016	0.116	-0.076902
4e-05	0.00016	0.12	-0.076359
4e-05	0.00016	0.124	-0.0758264
4e-05	0.00016	0.128	-0.0753037
4e-05	0.00016	0.132	-0.0747908
4e-05	0.00016	0.136	-0.0742872
4e-05	0.00016	0.14	-0.0737927
4e-05	0.00016	0.144	-0.073307
4e-05	0.00016	0.148	-0.0728297
4e-05	0.00016	0.152	-0.0723607
4e-05	0.00016	0.156	-0.0718998
4e-05	0.00016	0.16	-0.0714465
4e-05	0.00016	0.164	-0.0710008
4e-05	0.00016	0.168	-0.0705625
4e-05	0.00016	0.172	-0.0701312
4e-05	0.00016	0.176	-0.0697068
4e-05	0.00016	0.18	-0.0692892
4e-05	0.00016	0.184	-0.0688781
4e-05	0.00016	0.188	-0.0684733
4e-05	0.00016	0.192	-0.0680747
4e-05	0.00016	0.196	-0.0676822
4e-05	0.00016	0.2	-0.0672955
4e-05	0.0002	0.004	-0.0557731
4e-05	0.0002	0.008	-0.0554075
4e-05	0.0002	0.012	-0.0550496
4e-05	0.0002	0.016	-0.0546991
4e-05	0.0002	0.02	-0.0543558
4e-05	0.0002	0.024	-0.0540192
4e-05	0.0002	0.028	-0.0536892
4e-05	0.0002	0.032	-0.0533654
4e-05	0.0002	0.036	-0.0530477
4e-05	0.0002	0.04	-0.0527359
4e-05	0.0002	0.044	-0.0524296
4e-05	0.0002	0.048	-0.0521288
4e-05	0.0002	0.052	-0.0518333
4e-05	0.0002	0.056	-0.0515428
4e-05	0.0002	0.06	-0.0512572
4e-05	0.0002	0.064	-0.0509763
4e-05	0.0002	0.068	-0.0507001
4e-05	0.0002	0.072	-0.0504283
4e-05	0.0002	0.076	-0.0501608
4e-05	0.0002	0.08	-0.0498975
4e-05	0.0002	0.084	-0.0496383
4e-05	0.0002	0.088	-0.049383
4e-05	0.0002	0.092	-0.0491315
4e-05	0.0002	0.096	-0.0488838
4e-05	0.0002	0.1	-0.0486397
4e-05	0.0002	0.104	-0.0483991
4e-05	0.0002	0.108	-0.048162
4e-05	0.0002	0.112	-0.0479281
4e-05	0.0002	0.116	-0.0476976
4e-05	0.0002	0.12	-0.0474702
4e-05	0.0002	0.124	-0.0472459
4e-05	0.0002	0.128	-0.0470246
4e-05	0.0002	0.132	-0.0468063
4e-05	0.0002	0.136	-0.0465908
4e-05	0.0002	0.14	-0.0463782
4e-05	0.0002	0.144	-0.0461682
4e-05	0.0002	0.148	-0.0459609
4e-05	0.0002	0.152	-0.0457563
4e-05	0.0002	0.156	-0.0455542
4e-05	0.0002	0.16	-0.0453545
4e-05	0.0002	0.164	-0.0451573
4e-05	0.0002	0.168	-0.0449625
4e-05	0.0002	0.172	-0.04477
4e-05	0.0002	0.176	-0.0445798
4e-05	0.0002	0.18	-0.0443919
4e-05	0.0002	0.184	-0.0442061
4e-05	0.0002	0.188	-0.0440224
4e-05	0.0002	0.192	-0.0438409
4e-05	0.0002	0.196	-0.0436614
4e-05	0.0002	0.2	-0.0434839
4e-05	0.00024	0.004	-0.0357414
4e-05	0.00024	0.008	-0.0355899
4e-05	0.00024	0.012	-0.0354405
4e-05	0.00024	0.016	-0.0352931
4e-05	0.00024	0.02	-0.0351477
4e-05	0.00024	0.024	-0.0350042
4e-05	0.00024	0.028	-0.0348625
4e-05	0.00024	0.032	-0.0347227
4e-05	0.00024	0.036	-0.0345847
4e-05	0.00024	0.04	-0.0344484
4e-05	0.00024	0.044	-0.0343138
4e-05	0.00024	0.048	-0.0341809
4e-05	0.00024	0.052	-0.0340495
4e-05	0.00024	0.056	-0.0339197
4e-05	0.00024	0.06	-0.0337915
4e-05	0.00024	0.064	-0.0336647
4e-05	0.00024	0.068	-0.0335394
4e-05	0.00024	0.072	-0.0334156
4e-05	0.00024	0.076	-0.0332931
4e-05	0.00024	0.08	-0.033172
4e-05	0.00024	0.084	-0.0330522
4e-05	0.00024	0.088	-0.0329338
4e-05	0.00024	0.092	-0.0328166
4e-05	0.00024	0.096	-0.0327007
4e-05	0.00024	0.1	-0.032586
4e-05	0.00024	0.104	-0.0324725
4e-05	0.00024	0.108	-0.0323602
4e-05	0.00024	0.112	-0.0322491
4e-05	0.00024	0.116	-0.032139
4e-05	0.00024	0.12	-0.0320301
4e-05	0.00024	0.124	-0.0319223
4e-05	0.00024	0.128	-0.0318156
4e-05	0.00024	0.132	-0.0317099
4e-05	0.00024	0.136	-0.0316052
4e-05	0.00024	0.14	-0.0315016
4e-05	0.00024	0.144	-0.0313989
4e-05	0.00024	0.148	-0.0312973
4e-05	0.00024	0.152	-0.0311965
4e-05	0.00024	0.156	-0.0310968
4e-05	0.00024	0.16	-0.0309979
4e-05	0.00024	0.164	-0.0309
4e-05	0.00024	0.168	-0.0308029
4e-05	0.00024	0.172	-0.0307067
4e-05	0.00024	0.176	-0.0306114
4e-05	0.00024	0.18	-0.030517
4e-05	0.00024	0.184	-0.0304233
4e-05	0.00024	0.188	-0.0303305
4e-05	0.00024	0.192	-0.0302386
4e-05	0.00024	0.196	-0.0301474
4e-05	0.00024	0.2	-0.0300569
4e-05	0.00028	0.004	-0.0248188
4e-05	0.00028	0.008	-0.0247452
4e-05	0.00028	0.012	-0.0246724
4e-05	0.00028	0.016	-0.0246003
4e-05	0.00028	0.02	-0.0245289
4e-05	0.00028	0.024	-0.0244581
4e-05	0.00028	0.028	-0.024388
4e-05	0.00028	0.032	-0.0243185
4e-05	0.00028	0.036	-0.0242497
4e-05	0.00028	0.04	-0.0241815
4e-05	0.00028	0.044	-0.0241139
4e-05	0.00028	0.048	-0.0240469
4e-05	0.00028	0.052	-0.0239805
4e-05	0.00028	0.056	-0.0239146
4e-05	0.00028	0.06	-0.0238494
4e-05	0.00028	0.064	-0.0237847
4e-05	0.00028	0.068	-0.0237205
4e-05	0.00028	0.072	-0.0236569
4e-05	0.00028	0.076	-0.0235938
4e-05	0.00028	0.08	-0.0235313
4e-05	0.00028	0.084	-0.0234692
4e-05	0.00028	0.088	-0.0234077
4e-05	0.00028	0.092	-0.0233467
4e-05	0.00028	0.096	-0.0232861
4e-05	0.00028	0.1	-0.023226
4e-05	0.00028	0.104	-0.0231665
4e-05	0.00028	0.108	-0.0231073
4e-05	0.00028	0.112	-0.0230487
4e-05	0.00028	0.116	-0.0229905
4e-05	0.00028	0.12	-0.0229327
4e-05	0.00028	0.124	-0.0228754
4e-05	0.00028	0.128	-0.0228185
4e-05	0.00028	0.132	-0.022762
4e-05	0.00028	0.136	-0.022706
4e-05	0.00028	0.14	-0.0226503
4e-05	0.00028	0.144	-0.0225951
4e-05	0.00028	0.148	-0.0225403
4e-05	0.00028	0.152	-0.0224859
4e-05	0.00028	0.156	-0.0224319
4e-05	0.00028	0.16	-0.0223782
4e-05	0.00028	0.164	-0.022325
4e-05	0.00028	0.168	-0.0222721
4e-05	0.00028	0.172	-0.0222196
4e-05	0.00028	0.176	-0.0221674
4e-05	0.00028	0.18	-0.0221156
4e-05	0.00028	0.184	-0.0220642
4e-05	0.00028	0.188	-0.0220131
4e-05	0.00028	0.192	-0.0219624
4e-05	0.00028	0.196	-0.021912
4e-05	0.00028	0.2	-0.021862
4e-05	0.00032	0.004	-0.0182181
4e-05	0.00032	0.008	-0.0181782
4e-05	0.00032	0.012	-0.0181387
4e-05	0.00032	0.016	-0.0180994
4e-05	0.00032	0.02	-0.0180604
4e-05	0.00032	0.024	-0.0180216
4e-05	0.00032	0.028	-0.0179832
4e-05	0.00032	0.032	-0.017945
4e-05	0.00032	0.036	-0.0179071
4e-05	0.00032	0.04	-0.0178694
4e-05	0.00032	0.044	-0.017832
4e-05	0.00032	0.048	-0.0177948
4e-05	0.00032	0.052	-0.0177579
4e-05	0.00032	0.056	-0.0177212
4e-05	0.00032	0.06	-0.0176848
4e-05	0.00032	0.064	-0.0176486
4e-05	0.00032	0.068	-0.0176126
4e-05	0.00032	0.072	-0.0175769
4e-05	0.00032	0.076	-0.0175414
4e-05	0.00032	0.08	-0.0175061
4e-05	0.00032	0.084	-0.017471
4e-05	0.00032	0.088	-0.0174362
4e-05	0.00032	0.092	-0.0174016
4e-05	0.00032	0.096	-0.0173672
4e-05	0.00032	0.1	-0.017333
4e-05	0.00032	0.104	-0.017299
4e-05	0.00032	0.108	-0.0172652
4e-05	0.00032	0.112	-0.0172317
4e-05	0.00032	0.116	-0.0171983
4e-05	0.00032	0.12	-0.0171651
4e-05	0.00032	0.124	-0.0171321
4e-05	0.00032	0.128	-0.0170994
4e-05	0.00032	0.132	-0.0170668
4e-05	0.00032	0.136	-0.0170344
4e-05	0.00032	0.14	-0.0170022
4e-05	0.00032	0.144	-0.0169702
4e-05	0.00032	0.148	-0.0169383
4e-05	0.00032	0.152	-0.0169067
4e-05	0.00032	0.156	-0.0168752
4e-05	0.00032	0.16	-0.0168439
4e-05	0.00032	0.164	-0.0168128
4e-05	0.00032	0.168	-0.0167819
4e-05	0.00032	0.172	-0.0167511
4e-05	0.00032	0.176	-0.0167205
4e-05	0.00032	0.18	-0.0166901
4e-05	0.00032	0.184	-0.0166598
4e-05	0.00032	0.188	-0.0166297
4e-05	0.00032	0.192	-0.0165997
4e-05	0.00032	0.196	-0.01657
4e-05	0.00032	0.2	-0.0165404
4e-05	0.00036	0.004	-0.0139275
4e-05	0.00036	0.008	-0.0139041
4e-05	0.00036	0.012	-0.0138808
4e-05	0.00036	0.016	-0.0138576
4e-05	0.00036	0.02	-0.0138346
4e-05	0.00036	0.024	-0.0138117
4e-05	0.00036	0.028	-0.0137889
4e-05	0.00036	0.032	-0.0137662
4e-05	0.00036	0.036	-0.0137437
4e-05	0.00036	0.04	-0.0137213
4e-05	0.00036	0.044	-0.013699
4e-05	0.00036	0.048	-0.0136768
4e-05	0.00036	0.052	-0.0136547
4e-05	0.00036	0.056	-0.0136327
4e-05	0.00036	0.06	-0.0136109
4e-05	0.00036	0.064	-0.0135892
4e-05	0.00036	0.068	-0.0135675
4e-05	0.00036	0.072	-0.013546
4e-05	0.00036	0.076	-0.0135246
4e-05	0.00036	0.08	-0.0135033
4e-05	0.00036	0.084	-0.0134821
4e-05	0.00036	0.088	-0.013461
4e-05	0.00036	0.092	-0.0134401
4e-05	0.00036	0.096	-0.0134192
4e-05	0.00036	0.1	-0.0133984
4e-05	0.00036	0.104	-0.0133777
4e-05	0.00036	0.108	-0.0133572
4e-05	0.00036	0.112	-0.0133367
4e-05	0.00036	0.116	-0.0133163
4e-05	0.00036	0.12	-0.013296
4e-05	0.00036	0.124	-0.0132758
4e-05	0.00036	0.128	-0.0132558
4e-05	0.00036	0.132	-0.0132358
4e-05	0.00036	0.136	-0.0132159
4e-05	0.00036	0.14	-0.013196
4e-05	0.00036	0.144	-0.0131763
4e-05	0.00036	0.148	-0.0131567
4e-05	0.00036	0.152	-0.0131372
4e-05	0.00036	0.156	-0.0131177
4e-05	0.00036	0.16	-0.0130984
4e-05	0.00036	0.164	-0.0130791
4e-05	0.00036	0.168	-0.0130599
4e-05	0.00036	0.172	-0.0130408
4e-05	0.00036	0.176	-0.0130218
4e-05	0.00036	0.18	-0.0130029
4e-05	0.00036	0.184	-0.0129841
4e-05	0.00036	0.188	-0.0129653
4e-05	0.00036	0.192	-0.0129466
4e-05	0.00036	0.196	-0.012928
4e-05	0.00036	0.2	-0.0129095
4e-05	0.0004	0.004	-0.0109825
4e-05	0.0004	0.008	-0.0109679
4e-05	0.0004	0.012	-0.0109533
4e-05	0.0004	0.016	-0.0109388
4e-05	0.0004	0.02	-0.0109243
4e-05	0.0004	0.024	-0.0109099
4e-05	0.0004	0.028	-0.0108956
4e-05	0.0004	0.032	-0.0108813
4e-05	0.0004	0.036	-0.0108671
4e-05	0.0004	0.04	-0.010853
4e-05	0.0004	0.044	-0.0108389
4e-05	0.0004	0.048	-0.0108249
4e-05	0.0004	0.052	-0.0108109
4e-05	0.0004	0.056	-0.010797
4e-05	0.0004	0.06	-0.0107831
4e-05	0.0004	0.064	-0.0107693
4e-05	0.0004	0.068	-0.0107556
4e-05	0.0004	0.072	-0.0107419
4e-05	0.0004	0.076	-0.0107283
4e-05	0.0004	0.08	-0.0107147
4e-05	0.0004	0.084	-0.0107012
4e-05	0.0004	0.088	-0.0106877
4e-05	0.0004	0.092	-0.0106743
4e-05	0.0004	0.096	-0.0106609
4e-05	0.0004	0.1	-0.0106476
4e-05	0.0004	0.104	-0.0106344
4e-05	0.0004	0.108	-0.0106212
4e-05	0.0004	0.112	-0.010608
4e-05	0.0004	0.116	-0.0105949
4e-05	0.0004	0.12	-0.0105819
4e-05	0.0004	0.124	-0.0105689
4e-05	0.0004	0.128	-0.0105559
4e-05	0.0004	0.132	-0.010543
4e-05	0.0004	0.136	-0.0105302
4e-05	0.0004	0.14	-0.0105174
4e-05	0.0004	0.144	-0.0105047
4e-05	0.0004	0.148	-0.010492
4e-05	0.0004	0.152	-0.0104793
4e-05	0.0004	0.156	-0.0104667
4e-05	0.0004	0.16	-0.0104541
4e-05	0.0004	0.164	-0.0104416
4e-05	0.0004	0.168	-0.0104292
4e-05	0.0004	0.172	-0.0104167
4e-05	0.0004	0.176	-0.0104044
4e-05	0.0004	0.18	-0.010392
4e-05	0.0004	0.184	-0.0103798
4e-05	0.0004	0.188	-0.0103675
4e-05	0.0004	0.192	-0.0103553
4e-05	0.0004	0.196	-0.0103432
4e-05	0.0004	0.2	-0.0103311
4e-05	0.00044	0.004	-0.00887391
4e-05	0.00044	0.008	-0.00886429
4e-05	0.00044	0.012	-0.0088547
4e-05	0.00044	0.016	-0.00884515
4e-05	0.00044	0.02	-0.00883563
4e-05	0.00044	0.024	-0.00882615
4e-05	0.00044	0.028	-0.0088167
4e-05	0.00044	0.032	-0.00880728
4e-05	0.00044	0.036	-0.00879789
4e-05	0.00044	0.04	-0.00878854
4e-05	0.00044	0.044	-0.00877922
4e-05	0.00044	0.048	-0.00876993
4e-05	0.00044	0.052	-0.00876067
4e-05	0.00044	0.056	-0.00875145
4e-05	0.00044	0.06	-0.00874225
4e-05	0.00044	0.064	-0.00873309
4e-05	0.00044	0.068	-0.00872396
4e-05	0.00044	0.072	-0.00871486
4e-05	0.00044	0.076	-0.00870578
4e-05	0.00044	0.08	-0.00869674
4e-05	0.00044	0.084	-0.00868773
4e-05	0.00044	0.088	-0.00867875
4e-05	0.00044	0.092	-0.0086698
4e-05	0.00044	0.096	-0.00866088
4e-05	0.00044	0.1	-0.00865198
4e-05	0.00044	0.104	-0.00864312
4e-05	0.00044	0.108	-0.00863428
4e-05	0.00044	0.112	-0.00862548
4e-05	0.00044	0.116	-0.0086167
4e-05	0.00044	0.12	-0.00860795
4e-05	0.00044	0.124	-0.00859923
4e-05	0.00044	0.128	-0.00859053
4e-05	0.00044	0.132	-0.00858187
4e-05	0.00044	0.136	-0.00857323
4e-05	0.00044	0.14	-0.00856462
4e-05	0.00044	0.144	-0.00855603
4e-05	0.00044	0.148	-0.00854748
4e-05	0.00044	0.152	-0.00853895
4e-05	0.00044	0.156	-0.00853044
4e-05	0.00044	0.16	-0.00852197
4e-05	0.00044	0.164	-0.00851352
4e-05	0.00044	0.168	-0.00850509
4e-05	0.00044	0.172	-0.0084967
4e-05	0.00044	0.176	-0.00848832
4e-05	0.00044	0.18	-0.00847998
4e-05	0.00044	0.184	-0.00847166
4e-05	0.00044	0.188	-0.00846336
4e-05	0.00044	0.192	-0.00845509
4e-05	0.00044	0.196	-0.00844684
4e-05	0.00044	0.2	-0.00843862
4e-05	0.00048	0.004	-0.00731233
4e-05	0.00048	0.008	-0.00730576
4e-05	0.00048	0.012	-0.0072992
4e-05	0.00048	0.016	-0.00729267
4e-05	0.00048	0.02	-0.00728615
4e-05	0.00048	0.024	-0.00727965
4e-05	0.00048	0.028	-0.00727317
4e-05	0.00048	0.032	-0.00726671
4e-05	0.00048	0.036	-0.00726026
4e-05	0.00048	0.04	-0.00725384
4e-05	0.00048	0.044	-0.00724743
4e-05	0.00048	0.048	-0.00724104
4e-05	0.00048	0.052	-0.00723468
4e-05	0.00048	0.056	-0.00722832
4e-05	0.00048	0.06	-0.00722199
4e-05	0.00048	0.064	-0.00721567
4e-05	0.00048	0.068	-0.00720938
4e-05	0.00048	0.072	-0.0072031
4e-05	0.00048	0.076	-0.00719683
4e-05	0.00048	0.08	-0.00719059
4e-05	0.00048	0.084	-0.00718436
4e-05	0.00048	0.088	-0.00717815
4e-05	0.00048	0.092	-0.00717196
4e-05	0.00048	0.096	-0.00716578
4e-05	0.00048	0.1	-0.00715962
4e-05	0.00048	0.104	-0.00715348
4e-05	0.00048	0.108	-0.00714735
4e-05	0.00048	0.112	-0.00714124
4e-05	0.00048	0.116	-0.00713515
4e-05	0.00048	0.12	-0.00712908
4e-05	0.00048	0.124	-0.00712302
4e-05	0.00048	0.128	-0.00711697
4e-05	0.00048	0.132	-0.00711095
4e-05	0.00048	0.136	-0.00710494
4e-05	0.00048	0.14	-0.00709894
4e-05	0.00048	0.144	-0.00709296
4e-05	0.00048	0.148	-0.007087
4e-05	0.00048	0.152	-0.00708105
4e-05	0.00048	0.156	-0.00707512
4e-05	0.00048	0.16	-0.00706921
4e-05	0.00048	0.164	-0.00706331
4e-05	0.00048	0.168	-0.00705742
4e-05	0.00048	0.172	-0.00705155
4e-05	0.00048	0.176	-0.0070457
4e-05	0.00048	0.18	-0.00703986
4e-05	0.00048	0.184	-0.00703404
4e-05	0.00048	0.188	-0.00702823
4e-05	0.00048	0.192	-0.00702243
4e-05	0.00048	0.196	-0.00701666
4e-05	0.00048	0.2	-0.00701089
4e-05	0.00052	0.004	-0.0061235
4e-05	0.00052	0.008	-0.00611886
4e-05	0.00052	0.012	-0.00611422
4e-05	0.00052	0.016	-0.0061096
4e-05	0.00052	0.02	-0.00610499
4e-05	0.00052	0.024	-0.00610039
4e-05	0.00052	0.028	-0.0060958
4e-05	0.00052	0.032	-0.00609122
4e-05	0.00052	0.036	-0.00608666
4e-05	0.00052	0.04	-0.0060821
4e-05	0.00052	0.044	-0.00607756
4e-05	0.00052	0.048	-0.00607302
4e-05	0.00052	0.052	-0.0060685
4e-05	0.00052	0.056	-0.00606399
4e-05	0.00052	0.06	-0.00605949
4e-05	0.00052	0.064	-0.006055
4e-05	0.00052	0.068	-0.00605052
4e-05	0.00052	0.072	-0.00604605
4e-05	0.00052	0.076	-0.00604159
4e-05	0.00052	0.08	-0.00603715
4e-05	0.00052	0.084	-0.00603271
4e-05	0.00052	0.088	-0.00602828
4e-05	0.00052	0.092	-0.00602387
4e-05	0.00052	0.096	-0.00601946
4e-05	0.00052	0.1	-0.00601506
4e-05	0.00052	0.104	-0.00601068
4e-05	0.00052	0.108	-0.0060063
4e-05	0.00052	0.112	-0.00600194
4e-05	0.00052	0.116	-0.00599758
4e-05	0.00052	0.12	-0.00599324
4e-05	0.00052	0.124	-0.0059889
4e-05	0.00052	0.128	-0.00598458
4e-05	0.00052	0.132	-0.00598026
4e-05	0.00052	0.136	-0.00597596
4e-05	0.00052	0.14	-0.00597166
4e-05	0.00052	0.144	-0.00596738
4e-05	0.00052	0.148	-0.0059631
4e-05	0.00052	0.152	-0.00595884
4e-05	0.00052	0.156	-0.00595458
4e-05	0.00052	0.16	-0.00595033
4e-05	0.00052	0.164	-0.0059461
4e-05	0.00052	0.168	-0.00594187
4e-05	0.00052	0.172	-0.00593765
4e-05	0.00052	0.176	-0.00593344
4e-05	0.00052	0.18	-0.00592924
4e-05	0.00052	0.184	-0.00592505
4e-05	0.00052	0.188	-0.00592087
4e-05	0.00052	0.192	-0.0059167
4e-05	0.00052	0.196	-0.00591254
4e-05	0.00052	0.2	-0.00590838
4e-05	0.00056	0.004	-0.00519737
4e-05	0.00056	0.008	-0.00519399
4e-05	0.00056	0.012	-0.00519063
4e-05	0.00056	0.016	-0.00518727
4e-05	0.00056	0.02	-0.00518391
4e-05	0.00056	0.024	-0.00518057
4e-05	0.00056	0.028	-0.00517723
4e-05	0.00056	0.032	-0.0051739
4e-05	0.00056	0.036	-0.00517057
4e-05	0.00056	0.04	-0.00516725
4e-05	0.00056	0.044	-0.00516394
4e-05	0.00056	0.048	-0.00516064
4e-05	0.00056	0.052	-0.00515734
4e-05	0.00056	0.056	-0.00515405
4e-05	0.00056	0.06	-0.00515077
4e-05	0.00056	0.064	-0.00514749
4e-05	0.00056	0.068	-0.00514422
4e-05	0.00056	0.072	-0.00514095
4e-05	0.00056	0.076	-0.0051377
4e-05	0.00056	0.08	-0.00513445
4e-05	0.00056	0.084	-0.0051312
